id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	answer_width_bycolumn	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_input_columns	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	input_size	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	question_template	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_default_set	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_reversed	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
		S		sid		431594																																																																																																																																											
		S		gsid		1																																																																																																																																											
		S		admin		"Coordenadoria de Auditorias Temáticas"																																																																																																																																											
		S		expires		"2026-03-31 14:42:59.000"																																																																																																																																											
		S		adminemail		auditoriati@tce.rj.gov.br																																																																																																																																											
		S		anonymized		N																																																																																																																																											
		S		faxto																																																																																																																																													
		S		format		G																																																																																																																																											
		S		savetimings		N																																																																																																																																											
		S		template		vanilla																																																																																																																																											
		S		language		pt-BR																																																																																																																																											
		S		additional_languages																																																																																																																																													
		S		datestamp		Y																																																																																																																																											
		S		usecookie		N																																																																																																																																											
		S		allowregister		N																																																																																																																																											
		S		allowsave		Y																																																																																																																																											
		S		autonumber_start		4																																																																																																																																											
		S		autoredirect		N																																																																																																																																											
		S		allowprev		Y																																																																																																																																											
		S		printanswers		Y																																																																																																																																											
		S		ipaddr		Y																																																																																																																																											
		S		refurl		N																																																																																																																																											
		S		showsurveypolicynotice		0																																																																																																																																											
		S		publicstatistics		N																																																																																																																																											
		S		publicgraphs		N																																																																																																																																											
		S		listpublic		Y																																																																																																																																											
		S		htmlemail		Y																																																																																																																																											
		S		sendconfirmation		Y																																																																																																																																											
		S		tokenanswerspersistence		Y																																																																																																																																											
		S		assessments		N																																																																																																																																											
		S		usecaptcha		N																																																																																																																																											
		S		usetokens		N																																																																																																																																											
		S		bounce_email		auditoriati@tce.rj.gov.br																																																																																																																																											
		S		attributedescriptions		"{""attribute_1"":{""description"":""\u00d3rg\u00e3o"",""mandatory"":""Y"",""show_register"":""Y"",""cpdbmap"":""""}}"																																																																																																																																											
		S		emailresponseto																																																																																																																																													
		S		emailnotificationto																																																																																																																																													
		S		tokenlength		15																																																																																																																																											
		S		showxquestions		Y																																																																																																																																											
		S		showgroupinfo		B																																																																																																																																											
		S		shownoanswer		N																																																																																																																																											
		S		showqnumcode		X																																																																																																																																											
		S		bounceprocessing		G																																																																																																																																											
		S		showwelcome		Y																																																																																																																																											
		S		showprogress		Y																																																																																																																																											
		S		questionindex		0																																																																																																																																											
		S		navigationdelay		0																																																																																																																																											
		S		nokeyboard		N																																																																																																																																											
		S		alloweditaftercompletion		N																																																																																																																																											
		S		googleanalyticsstyle																																																																																																																																													
		S		googleanalyticsapikey																																																																																																																																													
		SL		surveyls_survey_id		431594		pt-BR																																																																																																																																									
		SL		surveyls_language		pt-BR		pt-BR																																																																																																																																									
		SL		surveyls_title		"Questionário de Governança e Gestão de TI - SETIC 2023"		pt-BR																																																																																																																																									
		SL		surveyls_description		"<p><img alt="""" src=""/limesurvey-/limesurvey-/limesurvey-/limesurvey-/limesurvey-novo/upload/surveys/431594/images/tce-rj.png"" /></p><div style=""background:#eeeeee;border:1px solid #cccccc;padding:5px 10px;""><strong><big>TRIBUNAL DE CONTAS DO ESTADO DO RIO DE JANEIRO</big></strong></div>"		pt-BR																																																																																																																																									
		SL		surveyls_welcometext		"<p style=""color:#000000;"">O TCE-RJ, por meio da Coordenadoria Setorial de Auditoria em Políticas de Tecnologia da Informação (CAS-TI), está realizando auditoria para verificar os aspectos das políticas de Governança e Gestão de Tecnologia da Informação como norteadores das contratações de TI no Executivo Estadual no âmbito do Sistema Estadual de Tecnologia da Informação e Comunicação – SETIC, que foi estruturado pelo Decreto Estadual nº 47.278/2020.</p><p style=""color:#000000;"">O Questionário em tela é um instrumento de coleta de dados para mapear o cenário atual das práticas de governança e gestão de tecnologia da informação adotadas pelas organizações do nível setorial do SETIC e seus Setores de TI (assessorias de informática), assim como suas percepções acerca do Sistema SETIC.</p><p style=""color:#000000;"">Recomenda-se que o servidor responsável pelo preenchimento reúna previamente todas as informações necessárias junto aos diversos setores da organização (Jurídico, Controle Interno, Gestão de Pessoal, Gestão de TI, etc.) antes de iniciar o preenchimento on-line.</p><p style=""color:#000000;"">As evidências documentais que suportam as respostas dadas deverão ser reunidas e mantidas à disposição do TCE-RJ para futura verificação de consistência.</p>"		pt-BR																																																																																																																																									
		SL		surveyls_endtext		"<p style=""margin-bottom:12pt;text-align:justify;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;""><span style=""font-family:Arial, sans-serif;"">Agradecemos o preenchimento do questionário de Governança e Gestão de Tecnologia da Informação. Assim que as respostas forem validadas, você e o dirigente máximo da organização receberão e-mail com as respostas </span></span></span></span></span><span style=""font-size:12pt;""><span style=""line-height:115%;""><span style=""font-family:Arial, sans-serif;"">fornecidas ao questionário, que deverá ser guardado e mantido </span></span></span><span style=""font-size:12pt;""><span style=""line-height:115%;""><span style=""font-family:Arial, sans-serif;"">à disposição do TCE-RJ, juntamente com as evidências documentais que dão suporte às mesmas, </span></span></span><span style=""font-size:12pt;""><span style=""line-height:115%;""><span style=""font-family:Arial, sans-serif;"">para </span></span></span><span style=""font-size:12pt;""><span style=""line-height:115%;""><span style=""font-family:Arial, sans-serif;"">futura verificação de consistência.</span></span></span></p><h2 style=""font-style:italic;text-align:center;"">FIM</h2>"		pt-BR																																																																																																																																									
		SL		surveyls_policy_notice				pt-BR																																																																																																																																									
		SL		surveyls_policy_error				pt-BR																																																																																																																																									
		SL		surveyls_policy_notice_label				pt-BR																																																																																																																																									
		SL		surveyls_url				pt-BR																																																																																																																																									
		SL		surveyls_urldescription				pt-BR																																																																																																																																									
		SL		surveyls_email_invite_subj		"TCE-RJ - Link para preenchimento de Questionário de Governança de TI"		pt-BR																																																																																																																																									
		SL		surveyls_email_invite		"<html><head>	<title></title></head><body><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Prezado Sr(a). {FIRSTNAME},</span></span></span></span></p><p style=""margin-bottom:12pt;text-align:justify;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">O Sr(a). foi designado pelo chefe de gabinete do seu Órgão para realizar o preenchimento do Questionário de Governança de Tecnologia da Informação.</span></span></span></span></p><p style=""margin-bottom:12pt;text-align:justify;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">O Tribunal de Contas do Estado do Rio de Janeiro (TCE-RJ) por meio da Coordenadoria de Auditoria Temáticas (CTE) iniciou auditoria governamental nesse ente, na modalidade Auditoria de Levantamento, conforme consta do processo TCE-RJ 105.096-3/2020, cujo objetivo é verificar aspectos chaves aplicados no controle e no aperfeiçoamento da Governança e Gestão de Tecnologia da Informação (TI) na esfera estadual.</span></span></span></span></p><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">O presente questionário é o instrumento da Auditoria de Levantamento de Governança de TI a cargo do TCE-RJ.</span></span></span></span></p><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">1) O Questionário deverá ser respondido pelo(a) Sr(a)., que foi indicado para tal atividade pelo dirigente máximo de seu órgão;<br /><br />2) O(a) Sr(a). deverá consolidar todas as respostas consultando as áreas envolvidas (Planejamento, Gestão de Contratos, Gestão de TI, RH etc) em uma versão impressa do questionário, para só então<br /><br />3) Acessar a versão online do questionário e transcrever as respostas.  Uma vez concluído o preenchimento deste questionário, o mesmo não poderá ser alterado.</span></span></span></span></p><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Para responder ao questionário, clique no link abaixo:</span></span></span></span></p><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">{SURVEYURL}</span></span></span></span></p><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Enviamos em anexo ao presente e-mail dois arquivos:</span></span></span></span></p><ul>	<li style=""margin-top:0cm;margin-right:0cm;margin-bottom:12pt;margin:0cm 0cm .0001pt 36pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><u><span style=""font-size:12pt;"">Instruções de preenchimento do questionário</span></u><span style=""font-size:12pt;""> e </span></span></span></span></li>	<li style=""margin-top:0cm;margin-right:0cm;margin-bottom:12pt;margin:0cm 0cm 10pt 36pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><u><span style=""font-size:12pt;"">Glossário</span></u><span style=""font-size:12pt;""> com a descrição dos principais termos utilizados.</span></span></span></span></li></ul><p align=""center"" style=""margin-bottom:12pt;text-align:center;margin:0cm 0cm 10pt;""> </p><p align=""center"" style=""margin-bottom:12pt;text-align:center;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><b><span style=""font-size:12pt;"">NÃO ESQUEÇA QUE O PRAZO  PARA O PREENCHIMENTO DO QUESTIONÁRIO ON-LINE É O PRAZO DEFINIDO NO TSID.</span></b></span></span></span></p><p style=""margin-bottom:12pt;text-align:justify;margin:0cm 0cm 10pt;""> </p><p style=""margin-bottom:12pt;text-align:justify;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Em caso de dúvidas, favor enviar e-mail para auditoriati@tce.rj.gov.br ou contatar </span><span style=""font-size:12pt;"">Bruno Mattos </span><span style=""font-size:12pt;"">/ </span><span style=""font-size:12pt;""><span style=""background:#f9f9f9;""><span style=""color:#000000;"">Rafael de Andrade Cabral</span></span></span><span style=""font-size:12pt;""> nos tels. (21) 3231-4694 </span><span style=""font-size:12pt;"">ou (21) 3231-5449</span><span style=""font-size:12pt;"">.</span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">PS.: Favor acusar recebimento do presente e-mail,  enviando resposta para auditoriati@tce.rj.gov.br </span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Atenciosamente,</span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Núcleo de Auditoria em TI</span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Coordenadoria de Auditorias Temáticas (CTE/SCE/SGE)</span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">TCE-RJ</span></span></span></span></p><p style=""margin-bottom:.0001pt;margin:0cm 0cm 10pt;""> </p></body></html>"		pt-BR																																																																																																																																									
		SL		surveyls_email_remind_subj		"Lembrete para preenchimento de Questionário de Governança de TI – TCE-RJ"		pt-BR																																																																																																																																									
		SL		surveyls_email_remind		"<html><head>	<title></title></head><body><p style=""margin-bottom:12pt;margin:0cm 0cm 10pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Prezado Sr(a). {FIRSTNAME},</span></span></span></span></p><p>Recentemente, nós lhe convidamos para <span style=""font-size:11pt;""><span style=""line-height:115%;""><span style=""font-family:Arial, sans-serif;"">preenchimento do Questionário de Governança de TI – TCE-RJ</span></span></span>. Notamos que ele ainda não foi finalizado e desejamos lembrar-lhe que o questionário ainda está disponível para completá-lo.<br /><br />O título da pesquisa é:<br />""{SURVEYNAME}""<br /><br />""{SURVEYDESCRIPTION}""<br /><br />Para participar, por favor utilize o link abaixo.<br /><br />Atenciosamente,<br /><br />{ADMINNAME} ({ADMINEMAIL})</p><p><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><span style=""font-size:12pt;"">Enviamos em anexo ao presente e-mail dois arquivos:</span></span></span></span></p><ul>	<li style=""margin-top:0cm;margin-right:0cm;margin-bottom:12pt;margin:0cm 0cm .0001pt 36pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><u><span style=""font-size:12pt;"">Instruções de preenchimento do questionário</span></u><span style=""font-size:12pt;""> e </span></span></span></span></li>	<li style=""margin-top:0cm;margin-right:0cm;margin-bottom:12pt;margin:0cm 0cm 10pt 36pt;""><span style=""font-size:11pt;""><span style=""line-height:normal;""><span style=""font-family:Calibri, sans-serif;""><u><span style=""font-size:12pt;"">Glossário</span></u><span style=""font-size:12pt;""> com a descrição dos principais termos utilizados.</span></span></span></span></li></ul><p><br /><br />----------------------------------------------<br />Clique no link para responder o questionário:<br />{SURVEYURL}</p></body></html>"		pt-BR																																																																																																																																									
		SL		surveyls_email_register_subj		"Confirmação de inscrição na pesquisa"		pt-BR																																																																																																																																									
		SL		surveyls_email_register		"<html><head>	<title></title></head><body>Caro(a) {FIRSTNAME},<br /><br />Você ou alguém usando o seu e-mail inscreveu-se para participar da pesquisa on-line de nome {SURVEYNAME}.<br />Para responder o questionário, por favor, clique no link abaixo:<br /><br />{SURVEYURL}<br /><br />Caso haja alguma dúvida ou não tenha sido você a fazer a inscrição, por favor, entre em contato com {ADMINNAME}, através do e-mail {ADMINEMAIL}.</body></html>"		pt-BR																																																																																																																																									
		SL		surveyls_email_confirm_subj		"[{ATTRIBUTE_1}] Auditoria TCE-RJ nº 62/2023 - Confirmação de participação no questionário"		pt-BR																																																																																																																																									
